helpful,reviewerName,reviewerID,reviewTime,reviewText,overall,summary,asin,unixReviewTime
"[0, 0]",Nancy Eubanks,A32Z22ZL58XULT,"01 20, 2014",This is a darling necklace and I hope the teens that will be getting them for Xmas will enjoy them.,5,Very cute item for teenagers,B005LERHD8,1390176000
"[0, 0]",Natalie,A3DTZTXDHK08EF,"10 8, 2013","What a lovely necklace! It is quite large but that is what makes it cute. Seems sturdy and of good quality. With this price, you can't beat it so go ahead and buy it! Do not hesitate, I highly recommended.",5,Great,B005LERHD8,1381190400
"[0, 0]",Nia Gill,AFNDFG39I5L5,"03 13, 2014","Got it for a friend, and she apparently loves it! So, I'll take her word on it and say that it's a good product.",4,.,B005LERHD8,1394668800
"[0, 0]",Nicanor,ACKMT8MT9BU52,"01 26, 2014",great product better than what I imaginedI know my daughter will love itand if asked I will tell people where I got it from,5,owl,B005LERHD8,1390694400
"[0, 0]",nickel,A6JW3CRTK6CZZ,"02 15, 2014","Great price, I love wearing it, and it is the perfect length to wear with a nice evening jacket or with jeans.",5,owl necklace,B005LERHD8,1392422400
"[0, 0]",Nicole Manes,A2ZPU3QHD1DTYT,"01 13, 2014",I loved this necklace. It is pretty good quality and super super cute!! I would buy more but i wish it came in sterling silver!,5,SO PRETTY!,B005LERHD8,1389571200
"[0, 0]",Nicole Reyna,A3T6U5NFR55X6D,"09 5, 2013","I'm actually wearing this necklace AGAIN to work b/c it matches my shirt, lol. Love the length! Holding up great.",5,I wear it all the time!,B005LERHD8,1378339200
"[0, 0]",N.R.,A32UCS8155TK6Q,"06 9, 2014",Just as expected. It is affordable and I have gotten several compliments on how pretty the necklace looks. Fits with almost anything.,4,cool owl necklace,B005LERHD8,1402272000
"[0, 0]",nwklee,ASDEJ8NCJP1IH,"01 13, 2014","For someone who likes owls.  This owls were beautiful, sparkly and surprisingly decent quality.  Considering for the price and free shipping. It's a great buy!  Product arrived faster than I expected. I bought six of these as gift and friends love it . :)",4,Nice Owl pendant !,B005LERHD8,1389571200
"[0, 0]",Ola,ASBIEY56AC2RE,"01 8, 2014",It's very light. Much lighter than I thought would be. But it's very cute for the price and just like the picture.,3,I like it!,B005LERHD8,1389139200
"[0, 0]",Olivia English,A2Q1UZTJQUOQXK,"03 27, 2014","I love this necklace! I bought it as a gift for my sister because, she loves owls. And she absolutely loves it!!",5,love,B005LERHD8,1395878400
"[0, 0]",Orange Juice,A1CVQNHWSCYX68,"01 19, 2014","It came exactly as said, nothing wrong at all. I would buy again if i needed to.Thsi is a great product and if the necklace looks pretty to you i would buy it.",5,It is great,B005LERHD8,1390089600
"[0, 0]",PacNwMomOfThree,A3B1HS1LF0PPQZ,"01 30, 2014","Quick shipping, it came in one piece and looks like the picture. The eyes were a tad scratched up but otherwise it is great.",4,Very cute!,B005LERHD8,1391040000
"[0, 0]",pamela smith,A18O52WNBOBJAT,"03 27, 2014","I had some difficulty receiving my pendant and emailed the seller. My order came swiftly after that communication, considering that it was being sent from so far away. The pendant looks better in person and I highly recommend this product, especially if you collect and/or love owls.",5,"Really cute pendant on a long, matching chain.",B005LERHD8,1395878400
"[0, 0]",Patrick V.,A3B4XU398QW4Z0,"12 26, 2013","I also ordered this chain b/c of the cheap price.  I love it and it came on time, too. I only gave it 4 stars b/c one of the pink stones is broken. other than that great deal and the owl is not small at all",4,super cute,B005LERHD8,1388016000
"[0, 0]",Patti E.,A1M7MKIC7GSD8Z,"03 12, 2014",the eyes look like onyx beadsso goes nice with onyx earringsthe links  movement is unexpected funto wear with long tunic,5,fun!!!,B005LERHD8,1394582400
"[0, 0]",pattyisroxxy,A1ZM3GJ1KTIQX0,"11 28, 2012","This is the cutest necklace. It's the perfect size, the perfect length, and i've had it for a while and it hasn't rusted. Buy it",5,Perfect,B005LERHD8,1354060800
"[0, 0]","Paul C. Whipple ""Mr_Whipple""",AZDKF2JQG3JRB,"01 8, 2014","She seems to like it.  Thats all that matters, Right?  I Love you Wifey, and though this will not last forever, my love for you will.",5,Wifey Wears it Everywhere,B005LERHD8,1389139200
"[0, 0]","Peggy M. Lewis ""gatelady""",A2CYSK76Z9PS64,"07 17, 2013",My daughter loves owls and when she received this she was thrilled.  They are just fun to wear and the product isn't at all bad especially for the price.,5,Such fun,B005LERHD8,1374019200
"[1, 1]",Perry M. Rogers,A6Y7658A04MTT,"12 2, 2013","I paid $0.75 for this and it it perfect for how much you pay. I gave it to my girlfriend and she wears it all the time now. It is lightweight, but also decently sturdy. I dont know about longevity, but again, it was $0.75 so who cares?",5,Amazing for the price.,B005LERHD8,1385942400
"[0, 0]",piptastic,A1S28L6LVIVPV3,"04 30, 2013","First, the price. Wonderful! Seriously. Wonderful.If you like owls, buy this. Right now.It showed up well before it was supposed to, which is always a nice surprise.It gets five stars because owls are awesome, and the price was incredible.",5,Owls! Necklaces!,B005LERHD8,1367280000
"[0, 0]",policeman's wife,A3CKWKLURZWPRP,"01 5, 2013","The chain is cute but not sturdy so be careful while wearing.  For the great price, I ordered two.The owl is really big but falls low enough that it looks well.Really pretty and fashionable necklace",5,LOVE this necklace,B005LERHD8,1357344000
"[0, 0]",Poppyngrl,A1M5VDKXHMVJYQ,"02 21, 2013","Exactly what I wanted! The necklace is way cuter on. I really wish they would post a picture of someone wearing this. Ok, so it's about the exact size of a debit card. Trust me, if you love vintage like I do then you will adore this necklace, I've worn it for 2 days straight after recieving it in the mail, YES it goes with everything. Great quality so dont worry about that, and wow was it a steal for what I paid! :) I'm happy!",5,Happy Girl!,B005LERHD8,1361404800
"[0, 0]","Princesita ""Princesita""",A3APCBD7D7SW4Y,"02 21, 2014","Runs small, is also kind of weak looking, but it is so nice that I rated 5 starts, cause I like it, and when I wear it every body give me compliments",5,nice,B005LERHD8,1392940800
"[0, 0]",Puffpuff,A0508575POGBTVG7AGWP,"01 2, 2013",it's kinda thin and there's more gap space visibal  where the stones are and they aren't as  dark as they are in the picture much brighter and the owl is more of a copper brown color,4,doesn't really look like the picture,B005LERHD8,1357084800
"[0, 0]",RAINY,A2Z0AHNVKZ2JPE,"01 8, 2014",only .60 and wow what a good deal i love this and so does the kids .. i did go and get more of them,5,love love love it,B005LERHD8,1389139200
"[0, 1]",Raisa,A3T5YCAQ2VAPUQ,"07 19, 2013",I bought this as a gift. it came early in the mail. well packaged. I was surprised that it was sold for such a low price because the original price was $35. then I saw the item up close and personal. it is cheaply made and thin. no wonder the value dropped. thankfully the person I got it for loved it and enjoys wearing it. I would not recommend this to any of my friends.,4,nice,B005LERHD8,1374192000
"[0, 0]","Randolph the wolf ""Skullbuster""",AGQ6TI2F0PJV5,"02 7, 2013",very cute necklace . The chain doesn't have a clasp which i don't like. Not worth 10 bucks due to the cheap chain... Otherwise i like it.,3,Pretty necklace,B005LERHD8,1360195200
"[0, 0]","Randy A. Feagans ""Randy Feagans""",A8DU56URCL1IP,"12 15, 2013",very pretty. It's an owl with jewels for eyes. and jewels on it's wings. My wife loves it. Enough said.,5,very pretty,B005LERHD8,1387065600
"[0, 0]",Ray A Miller,AQ8EFEPCB7NHJ,"06 14, 2013","I think I paid around $3.00 for this necklace. It took a bit longer than I expected to get here, but for $3.00 it was worth the wait.  My wife loves it.",4,Good for the money,B005LERHD8,1371168000
"[0, 0]",Ray,AID0HI4KG7YUF,"02 23, 2013","This was actually a gift, but I have seen it worn and it's very cute! It's the perfect size and the chain is just the right length for it. I lke the splash of color in the pendent. A good signature piece for multiple outfits, especially if you like owls.",5,Perfect,B005LERHD8,1361577600
"[0, 0]",Rebecca,A215600781TUD1,"04 8, 2014",This is a cute little necklace.I ordered them for a little add on gift to go with presents. For ten cents they do the trick.,4,Cute,B005LERHD8,1396915200
"[0, 0]",Rena Mae,A1W0DROQTFUT8P,"12 6, 2013","Had to close the rings holding the owl together straighter and tighter, but for a dollar necklas, so worth it!!!",5,Give a hoot,B005LERHD8,1386288000
"[0, 0]",Rhonda L Rust,A4OGAHOVIP594,"12 27, 2013",the rhinestones are plastic and not straight when GLUED on...could've been cute if had used quality stones!  Dont waste your money!,1,extremely cheap,B005LERHD8,1388102400
"[0, 0]",rmjaxon,A1DGVCCQQYHGCE,"01 2, 2013","I bought this as a present, and I am very impressed with the necklace. It looks exactly as pictured, and I love the length of it. It looks great when you're wearing it, and for $1..how can you complain? It's a pretty good size, and came pretty quickly.",5,Perfect!,B005LERHD8,1357084800
"[0, 0]",Roberta Wise,A34NAKADPNT3HA,"12 31, 2013",Love this little pendant.  Ordered more than one.  Plan to give them as gifts as our last name is &#34;Wise.&#34;  I'm always on the lookout for owl products.,5,DARLING OWL!,B005LERHD8,1388448000
"[0, 0]",Romeo,A4BA6M0HBU56A,"04 6, 2013","very nice necklace. the owl is really nice and has very good details. This is a really unique peace, long necklace. very cool . I recommend.",5,Great buy,B005LERHD8,1365206400
"[0, 0]",rosaury lopez,ARVKRZJQGOT0U,"01 2, 2013","I love this necklace!!! It's really pretty, a good size. I wish it had one of those hooks to open & close it so i wouldnt have to fit it over my head. But for this price i definately dont mind!!",5,Soooo cute!,B005LERHD8,1357084800
"[0, 0]","Rose Murphy ""rm""",A3SETPJ4RE36OM,"10 29, 2013",Pretty in color and also quite large in size. The colors are brilliant I just wish it wasn't so darn big,5,Owl necklace,B005LERHD8,1383004800
"[1, 1]",Rose N,A1VWQLRSPS4W0A,"01 29, 2013",I couldn't believe the price so I wasn't expecting a nice piece of jewelry. I was pleasantly surprised when the item arrived. The chain is thick and long enough for the large pendant. The owl is beautiful - exactly as pictured and a nice size.,5,Beautiful,B005LERHD8,1359417600
"[0, 0]",Sabrina Sutton,A1E5P5P8MO41BJ,"10 10, 2013","I thought that the gems would be a little more sparkly than there where, but it is still a really cute necklace and would be a great gift for someone for Christmas.",4,Like it,B005LERHD8,1381363200
"[0, 0]",Sage Rowan,A7OCJ1ZTDZXUZ,"12 6, 2012","I ordered this piece on 11/15 & received it on 12/6, earlier than the estimate!  It is absolutely darling!  It is well made, a nice substantial size, with a good length chain, & charming details.  I look forward to wearing it many times!  I really can't believe how inexpensive it was.  If you like the pic at all, I'd encourage you to go for it.",5,Darling piece!!,B005LERHD8,1354752000
"[0, 0]","Samantha Keen ""Scowt23""",A2ZGFG276Z2IT2,"02 7, 2014","Super cute and for the price you really can't beat it.  Bought it for my young daughter who is obsessed with owls, but I won't lie, I've even worn it a couple times.",5,Super cute!,B005LERHD8,1391731200
"[0, 0]",sandra,A1MA2ZT8YB9ZM1,"02 11, 2014",when i got this at the under one dollar price i thought for sure it was going to be plastic but its not! its super cute!,5,cute,B005LERHD8,1392076800
"[0, 0]",Sandy2035,AUFJRMYL1K9OZ,"12 27, 2013","This is a very different piece of jewelry that looks nice. I would give this as a gift, because how really cool it looks. Very eye catching",5,very cool,B005LERHD8,1388102400
"[0, 0]",Sandy,A218Y4UECWNS8L,"03 28, 2013","I bought this as a gift for a friend and she loved it, better that the pic, beautifull, i want now one for myself.",5,Great,B005LERHD8,1364428800
"[0, 0]",Sannam,AWXNJ01KHLU3B,"04 3, 2013","This necklace is sooo cute. I pair it with my dresses and it looks absolutely amazing.The colors of the gems are brighter than seen on the picture, it looks way better in person.And I'm surprised because it's only a dollar! Totally worth the price.Thank you! Will look forward to buy more jewelry from this company.Edit: The only thing that I dislike about this necklace is the chain, it makes the pendant not stay in one place =/",4,I love this necklace!,B005LERHD8,1364947200
"[0, 0]",sapphire116,A2QKTD9UUF0PMW,"04 30, 2014","Bought a bunch of these to give as gifts at $0.85/each with free shipping a while ago and was pleasantly surprised with the size, detail, and quality of these.  Imagine my surprise when I stumbled upon Amazon's Deal of the Day and this was it, at nearly $3/each.  Not much of a &#34;deal&#34;, but these are still cute.",4,Don't Pay More than $1!,B005LERHD8,1398816000
"[0, 0]",SaraG2003,AL05PE3JZI8VN,"11 19, 2012",Ordered a few of these as teacher gifts.  Definitely worth it p they are so cute! My kids teacher loved hers.,5,Great teacher gifts!,B005LERHD8,1353283200
"[0, 0]",sarah,A3SNZPUALWI73A,"03 26, 2014",I like this necklace because I like owls  dd214 this one was colorful.  I always get compliments when I wear my owls and get asked where did I get compliments.,4,compliments,B005LERHD8,1395792000
"[0, 0]",Sarah,A37P26N2AC8WKS,"05 6, 2014",Very cute and for as big as they are they are very light! I wear one of them almost everyday !,5,cute!,B005LERHD8,1399334400
"[0, 0]",Sarah Mains,A3S2LNW0HGKD7M,"02 4, 2014",Not the best construction but what to be expected at this price. Bought as a present for Aunt and looks nice.,5,Nice size and pretty,B005LERHD8,1391472000
"[0, 0]",Saunawong,A34QZXG3D5RI5C,"01 1, 2014","It's look pretty and the price is cheap , it is good gift for the friends, she love that so much .",4,Pretty,B005LERHD8,1388534400
"[0, 0]",Savannah Hyde,A3303E6ZH9T5SM,"03 27, 2014","Chain was a bit shorter than I expected, and the pendant flips around a lot, but it's adorable and the color in the eyes pops and is noticeable.",3,Short chain,B005LERHD8,1395878400
"[1, 1]",savvy jacox,A16X8MOL9BFX1R,"12 9, 2013",I was sad that the chain broke but other than that its really cute I wouldve fixed the chain but i lost it,4,ok,B005LERHD8,1386547200
"[1, 1]",Savy,A82HDHO6IJWRE,"08 16, 2013",I bought this item for my sister in law and she absolutely loves it! she wears it all the time! it has a long length right above the belly button and looks perfect! great owl addition!,5,perfect!,B005LERHD8,1376611200
"[0, 0]",S. Capel,A1P5VCJVV6JA0Z,"02 26, 2013","The quality isn't good, but for the price you can't complain.  It is actually very cute and I was surprised at how large the owl is!",4,Can't Complain for the Price,B005LERHD8,1361836800
"[1, 1]",selen,A37UK5P85F0OC,"12 27, 2013",very very good for the price. its bigger than it seems. I wich the chain were longer but still I love this necklace.,5,Love it. cheapest and cutest,B005LERHD8,1388102400
"[0, 0]",Shannon Cahill,A37MOE0DXWE40R,"01 11, 2014",Loves owls. So this product is cute. It is not made of the best material and shipping took forever. But it is a fun piece to own.,4,Cute,B005LERHD8,1389398400
"[0, 0]",Sharon,A10H6RT7OL6LRW,"03 29, 2014",Cute but the stones are very sharp  lucky im handy needed to buff or u could cut yourself  one of purple stone was not glued in straight,1,could be i got bad one,B005LERHD8,1396051200
"[1, 1]",Sharon M.T.,A1JI7PVMVR03YE,"03 2, 2014",This is a fantastic deal and the owl is so cute.  I love the length over a cowl neck or crew neck sweater/top.  Very happy.  My daughter got one too.,4,Cute!,B005LERHD8,1393718400
"[0, 0]",Shasara,A1VKH3IS099L3E,"12 28, 2012",I bought this because it was so inexpensive and I figured my daughter could play with it.  But I decided to keep this for myself.  It's really pretty and a fun statement piece.  It has a good weight and for less than $2 why not buy it?,5,Absolutely adorable!,B005LERHD8,1356652800
"[0, 0]",Shelby Nicole,A1MLYGLBB5JYYA,"01 22, 2014","Came just as pictured. Adorable! I love it. If you're looking for a good necklace that is cute and goes with a lot of different styles, this is a great buy!",5,Great!,B005LERHD8,1390348800
"[0, 1]",Shoes!!!,AGOR9P22JLV8H,"10 16, 2013","I bought this and then found the same one with matching earrings from another seller. It is the exact same necklace! I ended up with both and will give them as gifts to my young cousins. The necklace is cheap, but put together well and very chunky. For girls or Tweens, not ladies.",3,Different seller offers earring too,B005LERHD8,1381881600
"[0, 0]",Simply ME,A237M100LDW445,"02 21, 2014","For the money you can not go wrong if you love owls.  I was happy with this purchase.  Got one for my grand daughter, too.",5,very colorful,B005LERHD8,1392940800
"[1, 2]","Sinister Serenade ""Sweet Nightmares""",A2UF3D96TBYYV3,"09 17, 2013","I love this necklace! It arrived in perfect condition and ahead of schedule! I love the vinatge look and the chain is the perfect length for it to be a great accent piece. I am wearing it right now for the first time and have already received several compliments. Anyone who thinks this looks &#34;dirty&#34; or &#34;rusty&#34; should remember that they ordered a &#34;vintage/retro&#34; design necklace. The bronzed, dull, aged look is what you should expect when something is labeled &#34;vintage&#34;. If you do not want that look don't order &#34;vintage&#34;. ;)",5,GORGEOUS!,B005LERHD8,1379376000
"[2, 3]",skfit,A2OBAX0SBTE86K,"01 9, 2013","I bought 3 of the owl charm necklace, 1 for me & 1 for both of my daughters. I asked my oldest daughter (she lives out of state) if she liked it & she said &#34;its's ok... It's nothing I would pick out.&#34;  That disappointed me, but oh well, I said &#34;then don't wear it, it wasn't much, but I think it will be really cute with a solid colored top or sweater&#34; She called me a few days later & said &#34;So, I wore that owl w/ a gray heather sweater to work & people complimented me ALL day on my necklace!&#34; She's a manager of a retail store & she said every time she helped someone they would keep looking at it & say &#34;What a cute necklace!&#34; Of course, now she likes. My younger daughter & I love ours! This necklace gets noticed...  :)  It's happy & cute!",4,Cute necklace...,B005LERHD8,1357689600
"[0, 0]","S-N-D ""Layford""",A30H8ACW807Q2F,"12 16, 2013",Don't know how the seller could do it. For merely $0.85 and ship all the way from China. I actually received it in two weeks. Great pedant design idea. Both the pedant and the chain are well made. It looks like worth 20 times of the price.,5,Good and very inexpensive.,B005LERHD8,1387152000
"[0, 0]","Sophie M. Matera ""SOPHIE (SOPH_EYE)""",A3BRKYSUHFWSW7,"01 21, 2013",Sturdy chain and cute owl design. Theres no clasp for the chain but its long enough to not need one.,3,Good for the Price,B005LERHD8,1358726400
"[0, 0]",SouthernJill,A1TGX98768Z3Y2,"05 19, 2013",I may be a little old for this. It's cutesy. It's. Ice. Looks a little cheap and the bright colors with the large eyes makes it look a little......too fun. So maybe for a teenage but it's not bad overall.,3,Cute,B005LERHD8,1368921600
"[0, 0]",Sparx,ADX7OJDLEUL6R,"05 30, 2013","cheaply made and so light i feel that I am going to break it every time i pick it up,",2,pretty but,B005LERHD8,1369872000
"[0, 0]",Speechless,A1THSBWV04YAIK,"10 14, 2013","The owl is smaller than I expected, but I was happy about that. I already have a big owl  necklace and wanted a smaller one.  The non-clasp isn't an issue because it's easy to slip it over my head.  (I have a huge head, too... I had the biggest head in my graduation class a long time ago, when we were measured for our caps and gowns lol.)  It's so pretty yet not overwhelming.  The only issue I've had with it is that it flips around and I have to keep an eye on it to be sure I'm not wearing it backward.  Whichever way I put it on, it does the same thing.  But I still give it 5 stars because it's so pretty!",5,Love it!,B005LERHD8,1381708800
"[0, 0]",S. Swist,AHCI6ZIQY1PZQ,"08 26, 2013","purchased for a friend, has a bit of weight to it so you know its not cheaply made. very cute and stylish!",5,bronze owl necklace,B005LERHD8,1377475200
"[0, 0]",Stephanie,A3V1N9K3BHHGJY,"12 30, 2013",Really like this necklace but swap out the chain if you buy it! It got caught in my hair trying to take it off and ripped out some of my hair. Not fun!,3,Get a new chain!,B005LERHD8,1388361600
"[12, 13]",Stephanie,A1Q4V5G4S00Q7M,"08 20, 2013",This is exactly as it looks and big and pretty and nice. It's on a long chain and made nicely. I love it and it is 100% worth the price. I would recommend to anyone!,5,LOVE,B005LERHD8,1376956800
"[0, 0]",Stephanie Sherwood,A2Z2PB561J4NI7,"04 6, 2014","Its an amazing necklace for the price. If you are an owl collector, you will absolutely love this necklace. Well worth it!",5,Love it!,B005LERHD8,1396742400
"[0, 0]","Steph L Jones ""Steph""",A29Q46ODD8TOLZ,"12 7, 2012","This owl arrived exactly as described. It is a very fun piece of costume jewelry, and will look great alone, or layered with other necklaces. It arrived in a timely manner, and I'm very happy with this purchase.",5,"Great, fun piece of costume jewelry.",B005LERHD8,1354838400
"[0, 0]",Steven,A25Y9I1WPFM63X,"02 21, 2013",wayyyy bigger than i thought. the product seems nice but very cheap looking. honestly what else should i have expected. it was cheap.,2,eh,B005LERHD8,1361404800
"[0, 0]",Stucci,A24WKOS7B5SLVA,"02 1, 2013","This is a very cute and lovely necklace.  It is more of a brassy look if you can't tell from the picture.  I got it for a teenager and I have seen her wearing it.  It took about 4 weeks to get here, but it was here before Christmas, so I am not complaining!",4,Very cute,B005LERHD8,1359676800
"[0, 0]",Susan Bailey,A2DQV7OZ9YIWWK,"02 17, 2014","the owl is very nice, it just took a long time to ship which doesn't make sense it is so small.",4,Nice,B005LERHD8,1392595200
"[0, 0]",Susan C Wilson,ACZ795QWHGPF7,"05 21, 2013",Owls are so fun and this looks great with my vintage denim jacket.  It is a sweet casual piece and a great addition to my necklace collection!,5,Really darling necklace!,B005LERHD8,1369094400
"[1, 1]","Susanne Brase ""seltenonline""",A153CXP3E8EGIP,"12 10, 2012","The best u get for this price, but u have to wait for a long long time.The owl fall sometimes down from the rest necklace..",2,so so,B005LERHD8,1355097600
"[0, 0]",Susan Sarver,AA3JO5MX1VAUF,"09 7, 2013","I'm giving the Owl Necklace to my niece for Christmas, she is collecting owls so I thought it was a good fit.",5,Christmas,B005LERHD8,1378512000
"[0, 0]","Susie Fair ""fairlady""",A1TPTRMYHOFPES,"10 24, 2013","The metal on this is very thin and I am not sure how long it will stay together. I purchased this as part of a collection of jewelry I made up for my grand daughter to use with her &#34;dress up&#34; clothes. She loves putting on her princess dresses and having tea....and loves to wear jewelry.....I probably would not purchase this for a adult to wear....But for my use, it was great.....",4,Thin Metal,B005LERHD8,1382572800
"[0, 0]",SweetJ,A2XL8GPL563XRK,"12 2, 2013",Love it so cute! Tones of compliments on it. It goes great with the fall clothes and is just enough to add to the outfit and not over power! New fave!,5,Bronze owl,B005LERHD8,1385942400
"[0, 0]","sweet pea ""peachy""",A1OIP4HU97J11,"01 24, 2014",received this a little early but i love my necklace very much nice and stylish necklace vintage item i wil be ordering more like it off amazon i am going to enjoy it,5,vintage necklace,B005LERHD8,1390521600
"[0, 0]",S. Whipp,A3TYCQ2Y083FR2,"07 24, 2013","So cute!  I have one good hand & hate claps! (They get hung in stuff & pull apart the chain!)  Easy to put on! Sparkily!  So inexpensive!  Sexy!  Noticeable!  (I don't smell my jewlery or let others, but some metals do have a slight oder.)  I think cats notice this necklace, but not big cats, or dogs.",5,Hot & Spiffy!!,B005LERHD8,1374624000
"[0, 0]",sylviamae88,AY6I0YNS3QAMM,"02 3, 2013","Very cute and my mom loved it! I got us both one and the colors look great with nearly anything. Seems to be well made, and the chain is long enough for us to slip over our heads. Great price and I would recommend.",5,Very cute!,B005LERHD8,1359849600
"[0, 0]",Tabitha Woods,A24QJT338UJ7PV,"06 9, 2014","Great item!  I get tons of compliments and have had so many friends order this!  Def worth the price and time to receive it. It takes awhile to get here, but for that price who cares!  Nice quality to be so inexpensive.  I wear this all the time and everyone loves it.",5,LOVE!,B005LERHD8,1402272000
"[0, 0]",taks,A1ZCH4CLZDZCMH,"03 4, 2014",Cute Costume jewelry. bought it for my pre-teen daughter and she loves it! however I'm not sure how long it will hold up.,4,cute,B005LERHD8,1393891200
"[0, 0]",terilynn fenderson,A1IUADOR80DZTO,"11 4, 2013","Stones and owl were different colors than shown, but that's ok because it is still very cute.  Wanted to order this for a while but wasn't sure of the quality since it was so cheap, but I love it and might order more for gifts.",5,so cute!,B005LERHD8,1383523200
"[0, 0]",Terry Dean,A202WUJ5CPIJYA,"05 18, 2014",This is well built and bright.  It seems a bit big for some people.  It is a great gift for owl lovers who like bold jewelry.  It is well worth the money,5,A lot af necklace for the money,B005LERHD8,1400371200
"[0, 0]",that one girl,A3L512XC4X1C76,"11 9, 2013",The pictures do not do this necklace justice it is so cute. I love this I bought it as a gift and I love it so much im going to order my own.,5,love love love,B005LERHD8,1383955200
"[0, 0]","The Direct Beader ""Andrea I Thayer""",A1S21UVMN61AZF,"06 1, 2014","Thank-you Spire Arts for not letting me down. It was what I had ordered, and as advertised exactly what I needed.",5,;-),B005LERHD8,1401580800
"[0, 0]",TheRedNinja,A2PGJWH9BMX9LT,"07 14, 2013",Super cute and not bad for the price. I ended up gluing some feathers on the bottom and gifted it to someone. She absolutely adores it.,5,cute,B005LERHD8,1373760000
"[0, 0]",thetattooedlady,A2QKR3PFJY6XCM,"11 20, 2012","I was expecting something that was much lower quality considering how cheap this necklace was. However, the owl is large, heavy and the same quality as any necklace you'd buy at a costume jewelry shop in the mall - or maybe even better quality. Definitely worth the money!",4,Great quality for the price,B005LERHD8,1353369600
"[0, 0]",Tiffany Gray,AD3QONCT8C302,"01 6, 2014",I love this item. Colors arent the same as picture but I like mine better. Very fast shipping. But do remember you get what you pay for.,5,my favorite,B005LERHD8,1388966400
"[0, 0]",Timpee,A3TWSE14G5PNCW,"01 9, 2014","Everyone really loved getting one from me for the holiday, so trike one off for me for having good taste:-)",5,Amazing looking,B005LERHD8,1389225600
"[0, 0]",Tosha Evans,AZC097NSZCUQ8,"09 7, 2013",I love this Vintage Bronze Owl necklace.It is simply fabulous and of great quality.This would be a great gift for any owl lover you will not be dissatisfied.I love how this looks its a must buy I promise you will love it!The vintage and bronze look really stands out and makes this owl necklace look simply beautiful!!I hope when you order this vintage bronze owl necklace you will love it!!!,5,Simply beautiful :),B005LERHD8,1378512000
"[0, 0]",Tracy,A1QYE76M7E4ZK4,"12 26, 2012","It's cute, in a kitsch-y way. The whole owl look is rather ""in"" right now. It's antique looking, and yes, it feels cheap. I don't really know what people expect to get for a buck. No, you're not going to get solid precious metals or stones. You're not even going to get gold/silver plated for that price, but again, it's a buck. It's cute for a casual accessory, the only thing I dislike is the way it attaches to the chain, it's not a freely sliding pendant, and it will sometimes flip itself over the wrong way.",4,NOT FINE JEWELRY!,B005LERHD8,1356480000
"[0, 0]",Travis Blackwell,A3EAHMM1Y6JTRK,"10 12, 2013","I got it for a friend that loves owls! She wears it all the time, but of course you pay for what you get so it does it rusty and you don't want to over wear it",5,Cheap and Chic,B005LERHD8,1381536000
"[0, 0]",Tricia Cartinez,A3G6DMMDSOMI99,"02 6, 2014","Cuter than expected and excellent price, very pleased with this purchase, just buy it!! You will not regret it, promise",5,too cute,B005LERHD8,1391644800
"[0, 0]",Troy Culbreth,A2SJNS7S6ECGWN,"05 13, 2013","Let the sellers know I wasn't completely happy with the purchase and at NO extra cost to me, they sent me another one. Not often you find people going the extra mile to make someone happy. Certainly would do business again.",5,Awesome to Deal with.,B005LERHD8,1368403200
"[1, 1]",UrbanFangrl,A3KHOFC9GOWQY7,"07 22, 2013",This is a great necklace! It arrived promptly and in perfect condition! The quality is great and the price can't be beat!,5,Great!,B005LERHD8,1374451200
"[0, 0]",Valdora,A1QM3IBH8SS6VU,"07 6, 2013","My chain is long enough, about 32"" so I can slip it over my head no problem. He is very cute, and I like bigger statement jewelry. The stones I got in the body are different than shown, with pink, yellow and purple. I like it better anyways. The owl is good quality, the chain a bit cheap but doesn't feel like it will break any time soon. I am happy with it, and can't complain about the price!",4,Very cute,B005LERHD8,1373068800
"[2, 3]",Valerie Carpenter,A2G4CKVW5G0K7G,"09 21, 2013",Super cute! The pendant is larger than I expected which was a pleasant surprise. I love to wear it and get compliments whenever I do.,5,Adorable owl pendant,B005LERHD8,1379721600
"[0, 0]",veronica,A2DPHKB60JGENT,"10 25, 2013","Thought the chain would be a little longer on me but it's still a good length. Only think I am a little put off by is the size of the eyes on the owl, they are HUGE! Nonetheless it IS really cute, and will work great with my fall wardrobe!",4,Cute,B005LERHD8,1382659200
"[1, 1]",Vickster,A1KCZKMWZGNJMD,"12 17, 2012",I do like this necklace. It looks more brushed than picture indicates. The eyes make this pendant. The only downfall I have noticed is the pendant is not attached as I expected. This can be good if one wants to use a different chain. This is not good if you expect the pendant to stay on at all times. Twice it has fallen from the chain. This is the only reason I gave it a four star count. It is a wonderful addition to my outfits and I have recieved compliments on the piece. I just need to tighten the hook that attaches to the chain.,4,Nice item,B005LERHD8,1355702400
"[0, 0]",victoria1993,A27GAMYJC1U5IC,"05 30, 2014","i was pleased with this purchase! bought it as a present and they wear it often... it is so cute and it wasnt like... falling apart like some other cheaper jewelry i have purchased on amazon. soo for the price and all that, i was pleased!",5,what a cute lil owl!,B005LERHD8,1401408000
"[0, 0]",Victoria Engelen,A2NEV5LKP08N01,"12 12, 2013","got this as a gift and she loved it. it's a cute little owl and it's cheap! however, it's a bit short- I would've liked it longer",5,good gift,B005LERHD8,1386806400
